"","danceability","energy","instrumentalness","liveness","mode","speechiness","tempo","valence","like"
"518",0.852,0.523,0,0.106,0,0.032,130.154,0.648,1
"253",0.756,0.44,0,0.101,0,0.179,112.14,0.307,1
"620",0.675,0.862,0.000609,0.364,0,0.0501,124.982,0.819,1
"907",0.76,0.669,0.076,0.0666,1,0.0521,122.007,0.683,1
"968",0.841,0.729,0,0.276,0,0.239,132.073,0.43,1
"498",0.816,0.894,7.23e-05,0.331,1,0.0819,99.995,0.968,1
"1000",0.515,0.902,0,0.093,0,0.383,174.589,0.617,1
"361",0.575,0.691,0.563,0.0657,0,0.0301,131.588,0.718,1
"1832",0.794,0.798,1.15e-05,0.114,1,0.0366,100.338,0.268,0
"1568",0.331,0.0861,0.902,0.106,1,0.0354,107.436,0.152,0
"919",0.723,0.755,0.00147,0.469,1,0.0576,97.195,0.573,1
"1987",0.472,0.844,0,0.24,1,0.054,140.034,0.343,0
"181",0.882,0.743,0.00152,0.327,1,0.141,123.97,0.678,1
"395",0.79,0.616,0.13,0.136,1,0.0388,111.038,0.373,1
"611",0.663,0.877,0.00217,0.124,0,0.0538,135.989,0.396,1
"180",0.246,0.784,5.71e-06,0.0825,1,0.0529,153.027,0.189,1
"1729",0.563,0.487,0,0.0884,1,0.0234,142.53,0.248,0
"1980",0.591,0.75,0.363,0.0804,0,0.0479,149.931,0.38,0
"1484",0.615,0.564,0,0.148,1,0.0291,103.006,0.443,0
"1211",0.745,0.714,0,0.0636,0,0.0302,120.025,0.847,0
"888",0.832,0.496,0.825,0.114,0,0.0597,117.741,0.854,1
"1353",0.596,0.921,0.00019,0.536,0,0.074,139.969,0.232,0
"1033",0.533,0.91,0,0.108,1,0.0566,113.054,0.481,0
"29",0.782,0.572,0,0.33,0,0.0385,120.021,0.237,1
"216",0.614,0.838,0.000297,0.166,1,0.028,127.971,0.584,1
"598",0.738,0.808,0.734,0.036,0,0.0522,120.248,0.816,1
"660",0.65,0.985,0.325,0.36,0,0.133,153.009,0.667,1
"94",0.601,0.873,0.0365,0.113,0,0.0448,124.997,0.566,1
"1080",0.755,0.789,0,0.351,1,0.146,93.973,0.734,0
"1454",0.587,0.772,0.698,0.447,0,0.0375,127.978,0.201,0
"471",0.872,0.565,0.237,0.0947,1,0.0708,125.992,0.885,1
"1478",0.599,0.667,0,0.134,1,0.0367,80.984,0.811,0
"117",0.751,0.597,0,0.0881,0,0.125,123.997,0.168,1
"1486",0.709,0.782,4.71e-06,0.302,0,0.0469,102.032,0.706,0
"957",0.354,0.366,0,0.167,0,0.0345,111.057,0.561,1
"9",0.603,0.944,0,0.342,0,0.347,130.035,0.398,1
"1285",0.37,0.723,0,0.0982,1,0.0364,149.923,0.117,0
"1810",0.557,0.796,0,0.0951,1,0.0482,127.999,0.452,0
"1346",0.379,0.979,0.877,0.453,1,0.107,140.029,0.156,0
"529",0.491,0.935,0.348,0.121,1,0.0343,157.993,0.964,1
"1333",0.424,0.992,2.13e-05,0.322,0,0.19,145.144,0.0914,0
"1881",0.547,0.693,5.46e-05,0.113,1,0.0353,119.567,0.581,0
"331",0.76,0.391,0.00691,0.0582,1,0.0353,116.873,0.965,1
"1113",0.724,0.904,0,0.226,0,0.0966,90.999,0.851,0
"1884",0.417,0.946,0,0.154,0,0.0507,95.245,0.501,0
"1282",0.587,0.791,0,0.25,0,0.0911,125.993,0.593,0
"484",0.857,0.889,5.21e-06,0.143,1,0.0795,103.072,0.82,1
"1157",0.754,0.762,6.67e-05,0.224,0,0.0849,92.002,0.673,0
"1364",0.697,0.692,0,0.104,1,0.0511,124.829,0.275,0
"321",0.697,0.905,0.893,0.119,0,0.0339,119.977,0.311,1
"544",0.638,0.897,0.00748,0.0691,0,0.0504,133.948,0.915,1
"2013",0.584,0.932,0.00269,0.129,1,0.333,74.976,0.211,0
"1877",0.206,0.0347,0.828,0.131,1,0.0431,67.584,0.0378,0
"378",0.775,0.528,0.582,0.233,1,0.0441,94.967,0.961,1
"1666",0.559,0.882,1.71e-05,0.605,1,0.157,126.064,0.644,0
"1586",0.498,0.721,0,0.122,1,0.0327,93.31,0.673,0
"1493",0.509,0.712,0,0.102,1,0.111,99.831,0.648,0
"1898",0.291,0.79,5.61e-06,0.0811,0,0.0363,155.667,0.493,0
"1783",0.386,0.248,1.49e-06,0.143,1,0.0291,106.259,0.153,0
"1379",0.549,0.451,3.44e-05,0.0425,0,0.15,85.296,0.621,0
"229",0.745,0.857,0.2,0.022,1,0.0393,115.945,0.946,1
"201",0.718,0.921,0.0473,0.315,0,0.0375,121.922,0.898,1
"176",0.577,0.941,0.207,0.342,1,0.0422,99.995,0.381,1
"1197",0.352,0.843,0,0.0883,0,0.482,165.29,0.716,0
"1971",0.549,0.576,1.94e-06,0.147,1,0.0263,118.709,0.462,0
"1809",0.732,0.772,0,0.76,0,0.0382,130.14,0.763,0
"1864",0.604,0.841,0.00382,0.136,1,0.0423,138.976,0.585,0
"1869",0.499,0.94,7.28e-05,0.109,1,0.0332,112.02,0.451,0
"1592",0.941,0.256,1.06e-05,0.0841,1,0.108,110.082,0.545,0
"457",0.679,0.709,0,0.292,0,0.133,84.543,0.677,1
"1606",0.514,0.862,0.171,0.119,0,0.156,126.112,0.487,0
"1597",0.333,0.0288,0.819,0.073,1,0.0423,100.189,0.0857,0
"2014",0.894,0.892,0.00167,0.0528,1,0.131,110.041,0.867,0
"983",0.507,0.466,0.363,0.0929,1,0.0862,157.013,0.0978,1
"1361",0.741,0.219,2.84e-06,0.116,1,0.0432,101.78,0.198,0
"433",0.507,0.739,0.865,0.185,1,0.04,87.569,0.17,1
"190",0.633,0.492,0.00047,0.0758,1,0.0524,114.845,0.357,1
"824",0.589,0.616,0.204,0.0721,0,0.0312,96.616,0.869,1
"670",0.432,0.703,0,0.779,0,0.332,187.302,0.675,1
"666",0.794,0.82,0,0.531,1,0.152,140.042,0.821,1
"1905",0.618,0.794,0.000226,0.144,1,0.126,175.822,0.919,0
"154",0.502,0.833,0.043,0.352,1,0.0638,142.053,0.593,1
"286",0.386,0.509,0.872,0.131,0,0.034,129.982,0.254,1
"1663",0.546,0.772,0,0.0733,0,0.0477,127.942,0.255,0
"1156",0.549,0.371,0.132,0.639,1,0.0378,87.024,0.117,0
"1146",0.76,0.588,0,0.0847,1,0.0775,102.974,0.384,0
"510",0.694,0.716,0.000814,0.0772,1,0.0513,121.427,0.896,1
"65",0.549,0.715,3.5e-06,0.17,1,0.0633,82.118,0.785,1
"1929",0.875,0.631,2.54e-06,0.127,1,0.099,120.002,0.552,0
"1555",0.411,0.0416,0.925,0.064,1,0.0414,97.96,0.0746,0
"585",0.752,0.783,0,0.194,1,0.151,159.912,0.611,1
"369",0.632,0.519,0,0.122,1,0.0265,99.999,0.602,1
"61",0.622,0.253,0.471,0.0941,1,0.0331,92.584,0.328,1
"1260",0.475,0.92,0,0.575,1,0.0941,154.906,0.729,0
"1609",0.638,0.828,0,0.0903,1,0.0393,122.037,0.102,0
"1491",0.61,0.747,0,0.0662,0,0.0531,129.976,0.443,0
"126",0.526,0.712,0,0.179,0,0.0356,105.009,0.299,1
"538",0.396,0.601,0.531,0.116,1,0.0515,129.996,0.351,1
"224",0.533,0.213,0.565,0.449,0,0.0342,80.004,0.196,1
"1986",0.578,0.866,0,0.257,1,0.0619,128.038,0.619,0
"384",0.758,0.343,0,0.11,0,0.0402,99.995,0.218,1
"1582",0.784,0.587,0.0107,0.356,1,0.0422,107.999,0.85,0
"1651",0.605,0.642,0.598,0.102,1,0.0411,125.967,0.157,0
"1269",0.353,0.87,0,0.079,1,0.127,135.045,0.308,0
"362",0.571,0.719,0,0.458,0,0.0378,80.694,0.538,1
"385",0.782,0.938,0.121,0.118,0,0.05,118.086,0.872,1
"118",0.896,0.623,0.000258,0.039,1,0.0571,134.962,0.564,1
"643",0.821,0.793,1.37e-05,0.0751,0,0.0391,116.009,0.91,1
"552",0.614,0.677,0.518,0.108,0,0.0323,126.477,0.726,1
"1098",0.663,0.92,1.69e-05,0.101,0,0.226,99.935,0.521,0
"1425",0.629,0.7,0,0.118,1,0.264,85.814,0.159,0
"307",0.749,0.422,0.155,0.11,0,0.0733,98.82,0.587,1
"745",0.529,0.645,0.00821,0.113,1,0.0265,112.575,0.464,1
"792",0.417,0.73,3.31e-06,0.0766,1,0.0363,81.179,0.44,1
"1759",0.779,0.711,2.4e-05,0.373,1,0.144,96.472,0.857,0
"1989",0.467,0.794,0.00204,0.103,0,0.0349,162.435,0.577,0
"1061",0.536,0.722,0,0.117,1,0.0284,143.78,0.472,0
"1826",0.493,0.956,0,0.416,0,0.138,160.006,0.467,0
"1131",0.385,0.866,0,0.111,0,0.0697,176.014,0.548,0
"60",0.294,0.786,0.865,0.272,1,0.0378,81.108,0.136,1
"708",0.211,0.963,0.000732,0.162,1,0.118,128.113,0.395,1
"442",0.573,0.946,0.00191,0.115,1,0.377,151.817,0.769,1
"1966",0.423,0.655,0,0.317,1,0.0812,103.72,0.298,0
"2010",0.595,0.837,0.0359,0.101,1,0.0696,149.964,0.331,0
"368",0.75,0.835,0,0.165,1,0.152,127.026,0.504,1
"114",0.614,0.907,0.000131,0.36,0,0.143,122.906,0.354,1
"1328",0.261,0.863,7.33e-06,0.329,1,0.0721,108.347,0.316,0
"1922",0.675,0.553,7.58e-06,0.118,1,0.0486,90.02,0.57,0
"1169",0.648,0.532,0,0.0831,1,0.0746,99.983,0.497,0
"1917",0.566,0.705,0,0.109,1,0.0311,168.152,0.785,0
"1339",0.401,0.921,0.753,0.359,0,0.0781,102.035,0.372,0
"1451",0.714,0.851,0.00697,0.1,0,0.121,128.004,0.692,0
"1192",0.75,0.78,0,0.0263,1,0.0898,119.985,0.819,0
"1752",0.596,0.661,0,0.0847,0,0.226,129.491,0.864,0
"537",0.438,0.539,0,0.143,1,0.166,166.649,0.0759,1
"182",0.628,0.824,0.543,0.0999,1,0.112,122.01,0.86,1
"612",0.831,0.373,0.000362,0.1,1,0.157,96.115,0.356,1
"31",0.45,0.449,0,0.173,1,0.156,135.45,0.137,1
"1390",0.894,0.161,0.0033,0.312,1,0.088,104.968,0.818,0
"743",0.683,0.478,5.26e-05,0.113,1,0.0356,115.121,0.771,1
"122",0.443,0.645,0.952,0.122,1,0.0515,128.044,0.138,1
"1537",0.445,0.223,0.884,0.131,1,0.0374,110.821,0.22,0
"1167",0.607,0.718,0,0.403,1,0.0978,101.821,0.521,0
"375",0.289,0.523,0.000293,0.0561,1,0.0488,145.556,0.366,1
"1074",0.69,0.626,0,0.169,1,0.0275,101.958,0.652,0
"78",0.537,0.447,1.86e-05,0.0519,1,0.0289,84.362,0.549,1
"415",0.605,0.732,0.0135,0.246,0,0.15,195.978,0.136,1
"106",0.511,0.769,0,0.0921,1,0.042,129.657,0.814,1
"730",0.122,0.913,0.713,0.269,0,0.0499,185.906,0.0957,1
"691",0.834,0.732,0,0.112,1,0.138,130.011,0.308,1
"1746",0.697,0.856,0,0.287,0,0.0752,104.202,0.732,0
"587",0.908,0.513,0,0.141,1,0.0973,130.047,0.256,1
"1335",0.222,0.985,0.00644,0.775,1,0.149,136.227,0.16,0
"1194",0.66,0.867,0,0.0368,0,0.116,93.033,0.376,0
"623",0.774,0.92,0.433,0.146,1,0.25,128.97,0.223,1
"1575",0.407,0.106,0.0762,0.123,1,0.0375,94.231,0.23,0
"761",0.702,0.74,0.896,0.0481,0,0.173,145.05,0.583,1
"1739",0.754,0.946,0.000391,0.401,0,0.0403,112.042,0.865,0
"558",0.647,0.841,0,0.897,1,0.164,139.963,0.886,1
"268",0.654,0.292,0.0031,0.106,1,0.474,153.547,0.111,1
"866",0.703,0.464,0,0.146,0,0.118,95.012,0.689,1
"1293",0.674,0.895,0,0.0996,1,0.0337,102.984,0.558,0
"916",0.587,0.915,0.579,0.136,0,0.0404,128.004,0.539,1
"527",0.739,0.526,0,0.215,0,0.101,143.948,0.374,1
"1837",0.672,0.819,0.000184,0.203,1,0.0463,120.013,0.452,0
"741",0.619,0.324,5.42e-05,0.114,0,0.0271,111.927,0.0968,1
"1668",0.55,0.747,1.44e-06,0.113,1,0.0334,128.014,0.185,0
"728",0.741,0.894,4.89e-05,0.0835,1,0.069,111.969,0.31,1
"1648",0.723,0.809,0.00123,0.565,0,0.0625,98.007,0.271,0
"1400",0.709,0.29,0,0.17,1,0.0322,90.046,0.584,0
"816",0.649,0.406,0,0.103,1,0.0803,110.091,0.478,1
"1343",0.458,0.957,8.97e-05,0.364,1,0.107,120.006,0.154,0
"1240",0.576,0.686,6.68e-05,0.114,1,0.0554,153.901,0.599,0
"1284",0.528,0.59,0,0.104,1,0.0352,118.031,0.113,0
"1857",0.71,0.0565,0,0.0889,1,0.0534,123.994,0.352,0
"325",0.698,0.515,0,0.124,1,0.0605,85.023,0.712,1
"50",0.716,0.957,0.058,0.182,1,0.0689,106.714,0.93,1
"1650",0.476,0.815,0.00593,0.357,1,0.0359,127.964,0.144,0
"128",0.405,0.647,7.62e-05,0.819,0,0.0482,131.952,0.204,1
"459",0.704,0.49,0.000114,0.157,1,0.339,155.909,0.646,1
"1873",0.626,0.601,0.00405,0.112,1,0.0309,120.046,0.187,0
"1047",0.439,0.802,0,0.377,1,0.054,168.032,0.688,0
"522",0.498,0.553,0.528,0.273,1,0.0332,111.015,0.228,1
"1436",0.473,0.885,0.00023,0.219,0,0.0454,149.698,0.278,0
"1513",0.442,0.124,0.605,0.21,1,0.0388,65.003,0.205,0
"806",0.535,0.91,9.32e-05,0.0745,1,0.0328,111.027,0.956,1
"861",0.691,0.714,0.0164,0.178,1,0.046,91.045,0.96,1
"1883",0.615,0.657,0.0204,0.132,1,0.029,109.95,0.78,0
"1415",0.592,0.701,0,0.327,0,0.0858,129.501,0.299,0
"500",0.829,0.637,0.0233,0.267,0,0.0882,120.761,0.688,1
"2016",0.557,0.992,0.677,0.0913,1,0.133,150.011,0.623,0
"604",0.725,0.798,2.14e-06,0.0791,0,0.162,124.045,0.72,1
"1791",0.637,0.659,0,0.227,1,0.0409,102.029,0.531,0
"437",0.567,0.876,0,0.531,0,0.0376,114.902,0.697,1
"1590",0.554,0.844,7.27e-06,0.329,1,0.0468,159.119,0.935,0
"35",0.805,0.687,0,0.0842,1,0.0458,119.999,0.683,1
"1907",0.743,0.675,0.000717,0.0685,0,0.0953,92.909,0.604,0
"1507",0.626,0.695,0,0.224,0,0.0594,154.023,0.586,0
"1148",0.457,0.627,0,0.116,0,0.111,101.384,0.535,0
"293",0.763,0.491,0.902,0.14,0,0.0316,93.024,0.475,1
"177",0.5,0.593,6.21e-06,0.0969,1,0.0898,68.456,0.325,1
"555",0.595,0.794,0.00733,0.0693,1,0.0345,131.619,0.685,1
"1397",0.616,0.387,0,0.277,0,0.0335,81.856,0.47,0
"1389",0.574,0.51,0.000213,0.0995,1,0.0334,121.989,0.125,0
"1091",0.639,0.869,0,0.0802,1,0.147,169.801,0.766,0
"1344",0.263,0.896,0.876,0.363,1,0.11,113.106,0.251,0
"1994",0.551,0.732,0,0.0764,1,0.0627,145.107,0.628,0
"238",0.657,0.393,4.03e-05,0.14,1,0.0367,99.946,0.266,1
"1072",0.41,0.738,0,0.0988,1,0.0719,184.059,0.592,0
"1858",0.849,0.531,0,0.0693,1,0.258,91.927,0.771,0
"1430",0.696,0.795,7.72e-06,0.243,0,0.187,126.186,0.16,0
"687",0.667,0.901,0.00393,0.0774,0,0.0275,140.026,0.824,1
"1545",0.569,0.117,0.852,0.0978,1,0.0446,60.483,0.102,0
"1936",0.851,0.806,1.39e-06,0.122,1,0.0788,119.002,0.769,0
"1229",0.709,0.697,5.15e-05,0.349,1,0.0275,112.017,0.78,0
"119",0.618,0.717,0,0.625,1,0.318,190.05,0.601,1
"102",0.57,0.736,5.74e-05,0.178,1,0.0844,99.86,0.267,1
"1682",0.458,0.99,0.000893,0.454,1,0.183,166.904,0.462,0
"1569",0.633,0.12,0.871,0.121,0,0.0428,115.51,0.473,0
"115",0.661,0.531,0,0.136,0,0.548,93.287,0.657,1
"1466",0.823,0.815,0.0494,0.599,1,0.134,125.989,0.473,0
"1798",0.555,0.79,0,0.094,1,0.0507,79.016,0.519,0
"466",0.597,0.746,0.000198,0.493,0,0.542,172.215,0.891,1
"225",0.731,0.75,0.000388,0.202,1,0.0321,135.406,0.648,1
"793",0.784,0.649,0.000684,0.115,1,0.292,140.203,0.503,1
"1948",0.528,0.271,0,0.19,1,0.0299,136.08,0.49,0
"1278",0.569,0.484,9.35e-06,0.163,1,0.0304,122.08,0.308,0
"808",0.747,0.894,0.897,0.0918,1,0.0961,90.493,0.57,1
"779",0.653,0.781,0.568,0.596,1,0.0376,101.029,0.49,1
"96",0.615,0.814,0,0.218,0,0.0677,144.005,0.601,1
"1993",0.446,0.881,0,0.13,1,0.0545,169.889,0.428,0
"1419",0.523,0.783,0,0.612,0,0.185,117.264,0.312,0
"23",0.854,0.401,0,0.527,1,0.395,139.922,0.441,1
"222",0.512,0.821,0.33,0.0998,0,0.0334,149.988,0.396,1
"40",0.777,0.591,5.5e-05,0.126,0,0.0327,124.111,0.848,1
"1003",0.699,0.724,0,0.0865,1,0.223,140.157,0.412,1
"398",0.715,0.64,0.0418,0.0848,1,0.0317,113.507,0.398,1
"407",0.826,0.751,7.71e-05,0.0596,0,0.0564,105.909,0.919,1
"1200",0.72,0.791,0,0.157,1,0.124,102.071,0.767,0
"450",0.579,0.767,3.28e-05,0.384,1,0.078,144.001,0.67,1
"1744",0.527,0.578,0,0.155,0,0.0283,162.11,0.35,0
"803",0.856,0.719,9.03e-06,0.0935,0,0.0746,146.032,0.369,1
"1770",0.816,0.5,1.53e-06,0.0733,1,0.03,124.037,0.654,0
"1341",0.493,0.964,0.00733,0.727,1,0.0954,110.005,0.17,0
"85",0.867,0.733,0.000219,0.749,0,0.237,97.835,0.761,1
"371",0.893,0.378,0,0.141,1,0.305,119.969,0.642,1
"379",0.393,0.838,0.145,0.223,1,0.0985,142.019,0.474,1
"305",0.316,0.308,0.888,0.585,1,0.0411,103.459,0.0933,1
"1294",0.566,0.766,0,0.117,1,0.0552,139.955,0.393,0
"1318",0.566,0.986,0.0164,0.399,1,0.0884,127.515,0.15,0
"145",0.767,0.891,0.0723,0.0935,1,0.0402,122.026,0.779,1
"1123",0.768,0.742,0,0.14,1,0.0443,114.679,0.8,0
"1604",0.295,0.0918,0.884,0.114,0,0.0385,98.939,0.119,0
"1880",0.543,0.912,2.1e-06,0.0565,1,0.0601,103.731,0.83,0
"1619",0.66,0.652,0,0.0673,1,0.0582,127.977,0.167,0
"404",0.799,0.657,3.16e-06,0.0763,1,0.0377,141.655,0.956,1
"391",0.727,0.599,0,0.219,1,0.327,167.909,0.381,1
"1659",0.624,0.923,0.000228,0.0509,0,0.0335,124.994,0.39,0
"1006",0.88,0.697,7.66e-05,0.0889,0,0.328,129.989,0.761,1
"1414",0.889,0.393,8.67e-06,0.283,0,0.267,128.065,0.31,0
"131",0.547,0.643,0,0.267,1,0.227,143.064,0.187,1
"770",0.771,0.963,0.901,0.147,1,0.0363,124,0.591,1
"1185",0.825,0.652,0,0.0931,0,0.0802,95.977,0.933,0
"296",0.479,0.609,0,0.0815,0,0.236,107.699,0.522,1
"92",0.812,0.676,0,0.0929,1,0.0491,114.047,0.399,1
"1934",0.649,0.815,4.31e-05,0.671,0,0.0415,126.03,0.774,0
"942",0.815,0.459,0.826,0.067,0,0.0906,124.996,0.616,1
"1357",0.176,0.479,0.591,0.13,0,0.0282,100.831,0.0622,0
"1413",0.653,0.409,0.00012,0.189,1,0.421,174.324,0.181,0
"1469",0.715,0.989,0.109,0.0475,1,0.194,128.054,0.679,0
"826",0.582,0.875,0.912,0.143,1,0.0513,113.036,0.358,1
"1997",0.743,0.889,0.143,0.383,1,0.0409,103.963,0.186,0
"237",0.618,0.538,1.37e-05,0.352,0,0.0319,79.925,0.299,1
"561",0.912,0.781,0.762,0.348,0,0.0444,119.978,0.891,1
"1030",0.53,0.809,0,0.0741,0,0.0388,82.022,0.703,0
"684",0.599,0.677,0.00018,0.434,1,0.0314,126.012,0.108,1
"820",0.376,0.801,0.149,0.683,0,0.0474,152.826,0.807,1
"1173",0.667,0.648,1.52e-05,0.0427,0,0.0626,95.031,0.585,0
"1492",0.841,0.639,0.0654,0.0545,0,0.0688,99.002,0.673,0
"1277",0.688,0.843,0,0.0464,1,0.0452,105.02,0.841,0
"1909",0.494,0.946,0,0.398,1,0.0637,103.408,0.713,0
"1510",0.556,0.802,0,0.398,0,0.0694,176.003,0.263,0
"891",0.598,0.657,2.72e-05,0.172,1,0.0386,114.969,0.2,1
"994",0.521,0.851,0,0.267,1,0.0336,130.032,0.825,1
"1322",0.285,0.989,0.797,0.104,1,0.147,140.019,0.201,0
"1563",0.368,0.14,0.874,0.0688,0,0.045,61.758,0.172,0
"1955",0.927,0.721,4.36e-05,0.0422,1,0.0908,103.018,0.966,0
"987",0.833,0.663,0.00351,0.0814,1,0.105,103.693,0.457,1
"1603",0.173,0.0619,0.526,0.132,1,0.0466,72.695,0.0886,0
"1839",0.589,0.83,0,0.344,1,0.0984,94.999,0.595,0
"1494",0.722,0.614,0,0.106,0,0.115,154.903,0.504,0
"81",0.791,0.58,0.00155,0.116,1,0.0588,81.678,0.733,1
"1688",0.42,0.929,0.000747,0.122,0,0.121,127.204,0.318,0
"1771",0.662,0.507,0,0.0465,1,0.118,86.412,0.652,0
"1058",0.56,0.78,0,0.364,1,0.0459,160.052,0.466,0
"1443",0.466,0.849,2.89e-06,0.104,0,0.0633,183.76,0.353,0
"1754",0.651,0.645,0,0.0919,1,0.223,96.394,0.668,0
"1834",0.492,0.797,0,0.466,1,0.0388,79.513,0.533,0
"1189",0.72,0.802,0,0.694,1,0.0582,124.043,0.716,0
"310",0.648,0.887,0,0.0382,0,0.188,102.128,0.464,1
"1977",0.446,0.9,1.89e-05,0.0404,0,0.0489,187.961,0.884,0
"614",0.72,0.748,0,0.11,1,0.447,182.064,0.555,1
"1305",0.474,0.925,0.901,0.324,1,0.146,139.97,0.142,0
"1088",0.889,0.853,0.000107,0.205,1,0.241,93.022,0.916,0
"982",0.448,0.733,0.0425,0.169,1,0.0292,142.008,0.404,1
"1145",0.711,0.722,0,0.14,1,0.0472,99.954,0.483,0
"1245",0.555,0.663,0,0.107,1,0.042,75.976,0.295,0
"1737",0.647,0.87,0,0.0485,0,0.0798,165.103,0.906,0
"472",0.85,0.664,0.0672,0.192,1,0.105,126.018,0.584,1
"592",0.603,0.978,0.493,0.404,0,0.186,150.072,0.496,1
"113",0.78,0.599,0,0.129,1,0.0329,121.198,0.967,1
"68",0.879,0.512,1.45e-05,0.134,1,0.0775,127.95,0.277,1
"630",0.742,0.912,0,0.599,0,0.13,137.975,0.562,1
"72",0.596,0.639,0.569,0.331,1,0.03,124.012,0.197,1
"1300",0.468,0.998,0,0.233,0,0.15,140.003,0.064,0
"245",0.683,0.86,0.000379,0.356,1,0.31,143.311,0.317,1
"175",0.807,0.785,0.000763,0.18,1,0.148,124.051,0.421,1
"562",0.771,0.416,0,0.111,0,0.0894,131.952,0.218,1
"1610",0.591,0.881,0.00203,0.303,0,0.0614,128.076,0.16,0
"881",0.545,0.507,2.92e-06,0.157,0,0.0392,124.311,0.685,1
"389",0.858,0.717,0.243,0.216,1,0.0995,120.004,0.593,1
"1577",0.514,0.0814,0.00873,0.219,0,0.0361,64.97,0.235,0
"456",0.584,0.761,0.0217,0.0989,1,0.0287,122.494,0.722,1
"1301",0.476,0.962,0.106,0.137,1,0.12,145.947,0.451,0
"1273",0.423,0.502,0,0.108,1,0.0293,135.858,0.0968,0
"133",0.607,0.488,0.000177,0.113,1,0.193,77.021,0.16,1
"1684",0.55,0.917,0.214,0.0333,1,0.0378,109.552,0.247,0
"554",0.815,0.672,0,0.112,1,0.27,151.362,0.813,1
"939",0.654,0.499,0.907,0.169,0,0.0428,103.966,0.124,1
"828",0.422,0.851,0,0.152,1,0.0398,93.649,0.667,1
"771",0.761,0.478,0.00972,0.0458,0,0.0545,118.925,0.948,1
"720",0.502,0.732,0.000119,0.0897,1,0.168,122.025,0.529,1
"30",0.735,0.4,0.125,0.0811,1,0.102,129.004,0.326,1
"532",0.48,0.964,0.000273,0.131,1,0.0656,98.496,0.579,1
"1118",0.899,0.626,0,0.0631,0,0.292,88.007,0.871,0
"226",0.853,0.532,0.88,0.0643,1,0.121,99.989,0.499,1
"1920",0.706,0.893,1.04e-06,0.301,0,0.0449,108.006,0.616,0
"76",0.457,0.918,0.000215,0.769,0,0.0471,105.018,0.297,1
"1020",0.575,0.723,0,0.483,1,0.314,107.039,0.822,1
"1340",0.209,0.955,0.0118,0.0925,1,0.143,199.988,0.114,0
"257",0.749,0.802,0.0499,0.611,0,0.0471,106.077,0.824,1
"581",0.594,0.77,0.9,0.103,1,0.0629,125.987,0.14,1
"1407",0.41,0.648,0,0.219,1,0.0362,60.391,0.342,0
"1321",0.48,0.984,0.283,0.588,0,0.116,130.02,0.146,0
"1762",0.833,0.677,3.92e-06,0.286,1,0.103,132.876,0.731,0
"44",0.621,0.683,0.00856,0.525,0,0.242,124.283,0.0891,1
"1495",0.776,0.741,0,0.0701,1,0.041,120.079,0.845,0
"1999",0.68,0.725,1.81e-05,0.112,1,0.0611,140.048,0.26,0
"1073",0.507,0.81,0.0567,0.121,0,0.0317,156.004,0.492,0
"756",0.824,0.572,8.19e-06,0.208,1,0.0652,153.977,0.669,1
"543",0.354,0.228,0.8,0.113,1,0.0296,82.758,0.0745,1
"827",0.374,0.853,2.72e-05,0.322,0,0.295,200.035,0.422,1
"276",0.316,0.748,0.0139,0.608,1,0.0413,79.337,0.239,1
"1096",0.711,0.875,0.000198,0.0862,1,0.104,103.637,0.929,0
"646",0.646,0.929,1.12e-06,0.159,1,0.194,128.995,0.229,1
"1933",0.514,0.911,0,0.775,0,0.41,161.109,0.614,0
"695",0.728,0.77,0.229,0.603,0,0.0426,108.991,0.668,1
"534",0.401,0.972,0.878,0.382,1,0.0886,152.839,0.405,1
"432",0.673,0.764,0.000237,0.0955,1,0.401,182.13,0.551,1
"210",0.542,0.799,0.0161,0.0814,0,0.0354,92.215,0.426,1
"1404",0.73,0.418,7.51e-05,0.13,1,0.0319,139.888,0.401,0
"781",0.794,0.51,1.81e-06,0.0562,1,0.42,167.879,0.189,1
"1656",0.475,0.838,0,0.304,0,0.0666,127.921,0.236,0
"1843",0.575,0.886,0.000187,0.709,1,0.034,96.308,0.608,0
"1190",0.646,0.795,0,0.267,1,0.0976,89.99,0.791,0
"285",0.624,0.852,0.656,0.114,1,0.153,135.223,0.517,1
"973",0.409,0.532,0.00523,0.0795,1,0.033,99.935,0.354,1
"140",0.729,0.795,0,0.536,1,0.144,146.747,0.853,1
"574",0.36,0.774,0.807,0.0996,1,0.0384,80.205,0.664,1
"959",0.58,0.859,0.00163,0.463,1,0.0649,129.959,0.285,1
"482",0.542,0.854,0,0.0639,1,0.0445,128.041,0.262,1
"1032",0.553,0.747,0,0.363,1,0.0292,73.033,0.702,0
"754",0.468,0.971,0.00329,0.146,0,0.0609,92.003,0.814,1
"1882",0.464,0.785,1.46e-06,0.328,0,0.0436,153.005,0.505,0
"124",0.695,0.912,0.000103,0.302,0,0.193,160.043,0.612,1
"1848",0.689,0.677,0,0.0877,1,0.0326,153.919,0.265,0
"1441",0.549,0.816,1.38e-06,0.137,0,0.233,109.774,0.523,0
"242",0.623,0.65,0.000913,0.146,1,0.0274,116.74,0.884,1
"1316",0.401,0.988,0.116,0.342,0,0.192,155.356,0.191,0
"1331",0.484,0.98,0.188,0.779,1,0.075,119.997,0.165,0
"750",0.597,0.839,0.825,0.55,1,0.0377,108.993,0.199,1
"1910",0.768,0.864,0,0.162,1,0.0324,110.008,0.876,0
